"Record Length"	50000	"Points"	-3.82000000e-007	1.59999997e-002
"Sample Interval"	4.00000000e-011	s	-3.81960000e-007	-8.00000066e-003
"Trigger Point"	9550	"Samples"	-3.81920000e-007	-8.00000066e-003
"Trigger Time"	3.60736196e-011	s	-3.81880000e-007	-1.60000008e-002
""			-3.81840000e-007	-2.40000009e-002
"Horizontal Offset"	-3.82000000e-007	s	-3.81800000e-007	-8.00000066e-003
			-3.81760000e-007	7.99999958e-003
			-3.81720000e-007	-5.36441815e-010
			-3.81680000e-007	7.99999958e-003
			-3.81640000e-007	7.99999958e-003
			-3.81600000e-007	-8.00000066e-003
			-3.81560000e-007	7.99999958e-003
			-3.81520000e-007	2.39999998e-002
			-3.81480000e-007	-5.36441815e-010
			-3.81440000e-007	-8.00000066e-003
			-3.81400000e-007	7.99999958e-003
			-3.81360000e-007	1.59999997e-002
			-3.81320000e-007	-5.36441815e-010
			-3.81280000e-007	-1.60000008e-002
			-3.81240000e-007	7.99999958e-003
			-3.81200000e-007	3.19999999e-002
			-3.81160000e-007	7.99999958e-003
			-3.81120000e-007	-8.00000066e-003
			-3.81080000e-007	7.99999958e-003
			-3.81040000e-007	1.59999997e-002
			-3.81000000e-007	7.99999958e-003
			-3.80960000e-007	-5.36441815e-010
			-3.80920000e-007	-5.36441815e-010
			-3.80880000e-007	-5.36441815e-010
			-3.80840000e-007	-8.00000066e-003
			-3.80800000e-007	-1.60000008e-002
			-3.80760000e-007	-5.36441815e-010
			-3.80720000e-007	7.99999958e-003
			-3.80680000e-007	7.99999958e-003
			-3.80640000e-007	7.99999958e-003
			-3.80600000e-007	1.59999997e-002
			-3.80560000e-007	2.39999998e-002
			-3.80520000e-007	2.39999998e-002
			-3.80480000e-007	2.39999998e-002
			-3.80440000e-007	7.99999958e-003
			-3.80400000e-007	-1.60000008e-002
			-3.80360000e-007	-1.60000008e-002
			-3.80320000e-007	7.99999958e-003
			-3.80280000e-007	-5.36441815e-010
			-3.80240000e-007	-1.60000008e-002
			-3.80200000e-007	7.99999958e-003
			-3.80160000e-007	2.39999998e-002
			-3.80120000e-007	1.59999997e-002
			-3.80080000e-007	-5.36441815e-010
			-3.80040000e-007	7.99999958e-003
			-3.80000000e-007	7.99999958e-003
			-3.79960000e-007	-5.36441815e-010
			-3.79920000e-007	-5.36441815e-010
			-3.79880000e-007	1.59999997e-002
			-3.79840000e-007	7.99999958e-003
			-3.79800000e-007	-5.36441815e-010
			-3.79760000e-007	7.99999958e-003
			-3.79720000e-007	7.99999958e-003
			-3.79680000e-007	1.59999997e-002
			-3.79640000e-007	2.39999998e-002
			-3.79600000e-007	7.99999958e-003
			-3.79560000e-007	7.99999958e-003
			-3.79520000e-007	2.39999998e-002
			-3.79480000e-007	1.59999997e-002
			-3.79440000e-007	-5.36441815e-010
			-3.79400000e-007	1.59999997e-002
			-3.79360000e-007	3.19999999e-002
			-3.79320000e-007	2.39999998e-002
			-3.79280000e-007	1.59999997e-002
			-3.79240000e-007	7.99999958e-003
			-3.79200000e-007	7.99999958e-003
			-3.79160000e-007	1.59999997e-002
			-3.79120000e-007	1.59999997e-002
			-3.79080000e-007	-5.36441815e-010
			-3.79040000e-007	7.99999958e-003
			-3.79000000e-007	1.59999997e-002
			-3.78960000e-007	1.59999997e-002
			-3.78920000e-007	1.59999997e-002
			-3.78880000e-007	1.59999997e-002
			-3.78840000e-007	7.99999958e-003
			-3.78800000e-007	1.59999997e-002
			-3.78760000e-007	3.19999999e-002
			-3.78720000e-007	2.39999998e-002
			-3.78680000e-007	2.39999998e-002
			-3.78640000e-007	3.19999999e-002
			-3.78600000e-007	1.59999997e-002
			-3.78560000e-007	7.99999958e-003
			-3.78520000e-007	1.59999997e-002
			-3.78480000e-007	7.99999958e-003
