wavelength	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	
nm	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	
67_SpecRad.txt	 2.000000 ns	 2.800000 ns	 3.600000 ns	 4.400000 ns	 5.200000 ns	 6.000000 ns	 6.800000 ns	 7.600000 ns	 8.400000 ns	 9.200000 ns	 11.200000 ns	 13.200000 ns	 15.200000 ns	 18.000000 ns	 21.200000 ns	 25.200000 ns	 30.000000 ns	 35.200000 ns	 41.200000 ns	 48.400000 ns	 56.800000 ns	 66.800000 ns	 78.800000 ns	 92.800000 ns	 109.200000 ns	 128.800000 ns	 152.000000 ns	 178.800000 ns	 210.400000 ns	 248.000000 ns	 292.400000 ns	 344.800000 ns	 406.400000 ns	 478.800000 ns	 564.400000 ns	 665.600000 ns	 784.400000 ns	 924.400000 ns	 1089.600000 ns	 1284.400000 ns	 1514.000000 ns	 1784.400000 ns	 2103.600000 ns	 2479.600000 ns	 2922.800000 ns	 3445.200000 ns	 4060.800000 ns	 4786.800000 ns	 5642.800000 ns	 6651.600000 ns	 7840.400000 ns	 9242.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	
539.94	-7.4974e+07	-7.4974e+07	-7.4974e+07	-4.6757e+08	5.7936e+08	-2.0584e+08	1.8676e+08	-7.4974e+07	5.5893e+07	3.1763e+08	2.9992e+10	4.4725e+10	4.3634e+10	2.8166e+10	1.6048e+10	1.3012e+10	1.4956e+10	6.8446e+09	5.436e+09	2.3163e+09	1.3427e+09	9.3706e+08	1.2337e+09	4.7467e+08	1.64e+08	4.0175e+08	5.0166e+08	4.3788e+08	7.0725e+08	8.7884e+08	1.1307e+09	2.3388e+09	3.851e+09	6.3798e+09	5.3566e+09	4.4598e+09	5.1971e+09	4.4752e+09	3.5963e+09	3.7765e+09	3.7803e+09	2.291e+09	1.8131e+09	1.7538e+09	1.6977e+09	1.4416e+09	1.2075e+09	1.2081e+09	1.1728e+09	1.0271e+09	9.0315e+08	8.9504e+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
551.88	3.2877e+08	3.2877e+08	-6.1941e+07	-3.2242e+08	-3.2242e+08	-5.8289e+08	-1.9218e+08	6.8297e+07	4.5901e+08	2.8033e+09	3.5884e+10	5.1252e+10	4.9396e+10	3.0935e+10	1.726e+10	1.326e+10	1.0952e+10	6.5802e+09	3.3677e+09	2.0929e+09	2.0002e+09	2.0653e+09	9.9528e+08	5.8274e+08	7.0816e+08	5.0552e+08	3.3691e+08	4.4845e+08	7.9052e+08	6.0177e+08	1.3365e+09	1.9586e+09	3.7227e+09	6.8183e+09	5.2789e+09	5.1815e+09	5.3352e+09	4.3566e+09	4.0121e+09	3.7272e+09	4.0081e+09	2.3796e+09	1.8206e+09	1.6127e+09	1.5241e+09	1.5812e+09	1.3099e+09	1.2267e+09	1.0501e+09	1.0935e+09	1.0083e+09	8.9902e+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561.5	8.5588e+07	3.623e+08	-1.9113e+08	-1.9113e+08	-1.9113e+08	-5.277e+07	-5.277e+07	2.2395e+08	-5.277e+07	7.5569e+09	4.3634e+10	5.9672e+10	5.3111e+10	3.141e+10	2.3772e+10	2.5899e+10	1.4633e+10	9.2864e+09	7.5569e+09	4.9533e+09	2.6683e+09	7.866e+08	4.03e+08	6.8744e+08	3.8035e+08	2.5359e+08	3.061e+08	5.3432e+08	1.0164e+09	1.3361e+09	2.0045e+09	2.9219e+09	5.5441e+09	6.9462e+09	5.8694e+09	4.6594e+09	6.4526e+09	5.6655e+09	4.7428e+09	4.5637e+09	5.1461e+09	2.4083e+09	1.8216e+09	2.1055e+09	1.8488e+09	1.7807e+09	1.4552e+09	1.2485e+09	1.3573e+09	1.2746e+09	1.2837e+09	1.0691e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568.38	5.1428e+08	1.9352e+07	3.4931e+08	-3.106e+08	-1.4563e+08	-1.4563e+08	-3.106e+08	-1.4563e+08	1.9352e+07	3.6489e+09	4.4605e+10	5.5177e+10	4.5842e+10	2.8857e+10	2.4238e+10	1.8096e+10	1.3265e+10	7.4021e+09	3.1539e+09	4.2938e+09	2.384e+09	1.6361e+09	7.569e+08	5.0604e+08	8.7293e+08	4.8482e+08	3.2868e+08	3.9835e+08	3.718e+08	1.3836e+09	1.5799e+09	2.8056e+09	5.0394e+09	6.9534e+09	7.9608e+09	6.5838e+09	6.7148e+09	5.1613e+09	4.5363e+09	4.4812e+09	5.0026e+09	2.6905e+09	1.9496e+09	2.3401e+09	1.9876e+09	1.7881e+09	1.6608e+09	1.5783e+09	1.2612e+09	1.2425e+09	1.1412e+09	1.1853e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575.56	-5.3368e+08	-6.0126e+07	9.7727e+07	-6.0126e+07	9.7727e+07	2.5558e+08	-3.7583e+08	2.5558e+08	-6.0126e+07	7.2914e+08	2.8827e+10	4.7033e+10	5.1873e+10	3.754e+10	2.3271e+10	1.9942e+10	1.1531e+10	7.2406e+09	3.5179e+09	4.2593e+09	1.7815e+09	9.2908e+08	1.6113e+09	1.0133e+09	8.2522e+08	6.7276e+08	9.9551e+08	4.2196e+08	1.1022e+09	1.57e+09	1.8962e+09	2.8097e+09	5.8988e+09	8.5229e+09	7.3333e+09	5.8067e+09	6.6207e+09	6.0341e+09	5.5486e+09	5.1544e+09	5.215e+09	3.0518e+09	2.2869e+09	2.3198e+09	2.4692e+09	1.9879e+09	1.701e+09	1.5614e+09	1.6385e+09	1.4841e+09	1.3746e+09	1.3565e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
583.13	4.6839e+08	-3.7781e+08	-2.0857e+08	-2.0857e+08	1.2991e+08	1.2991e+08	-3.7781e+08	2.9915e+08	1.2991e+08	6.0533e+09	4.3625e+10	5.0902e+10	5.1114e+10	3.3707e+10	2.2402e+10	1.836e+10	1.6039e+10	1.0136e+10	5.9593e+09	4.5302e+09	3.6699e+09	1.4726e+09	1.3544e+09	1.0692e+09	5.6326e+07	7.6456e+08	9.6025e+08	4.135e+08	1.2915e+09	2.4602e+09	1.8945e+09	2.7296e+09	4.6591e+09	9.6553e+09	7.6445e+09	7.4158e+09	7.8036e+09	5.5811e+09	5.4617e+09	5.4134e+09	5.3437e+09	2.7704e+09	2.4422e+09	2.3942e+09	2.274e+09	1.8802e+09	1.5279e+09	1.4155e+09	1.3934e+09	1.3105e+09	1.3519e+09	1.2803e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591.06	7.897e+07	7.897e+07	2.52e+08	5.9805e+08	-2.6709e+08	-9.4058e+07	-2.6709e+08	7.897e+07	7.897e+07	1.9823e+09	3.8232e+10	6.1619e+10	5.2117e+10	3.8318e+10	3.6138e+10	2.1436e+10	1.6789e+10	9.7469e+09	6.1157e+09	4.6249e+09	3.453e+09	2.9814e+08	1.2698e+09	1.2469e+09	5.9805e+08	6.5367e+08	8.6841e+08	7.0093e+08	9.1265e+08	9.308e+08	1.7071e+09	2.8138e+09	5.2368e+09	9.8e+09	7.2692e+09	7.0954e+09	7.2774e+09	6.9104e+09	6.0206e+09	6.1245e+09	5.9959e+09	3.2156e+09	2.5022e+09	2.5547e+09	2.3862e+09	2.2564e+09	1.5138e+09	1.6883e+09	1.6924e+09	1.4732e+09	1.5005e+09	1.4799e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599.44	1.2005e+08	-6.1459e+07	1.2005e+08	-6.1459e+07	3.0156e+08	-2.4297e+08	-6.1459e+07	4.8307e+08	3.0156e+08	4.4762e+09	3.8146e+10	4.7615e+10	4.6359e+10	4.056e+10	3.0105e+10	1.6119e+10	1.4018e+10	8.5148e+09	7.7031e+09	3.3872e+09	3.9771e+09	9.6709e+08	1.1877e+09	1.082e+09	6.1722e+08	1.3582e+09	4.4903e+08	7.6269e+08	1.6134e+09	1.3766e+09	1.6227e+09	3.5309e+09	6.4123e+09	1.0596e+10	9.6655e+09	8.3892e+09	7.899e+09	7.6674e+09	6.9485e+09	6.5454e+09	6.3398e+09	3.4911e+09	2.9181e+09	2.8231e+09	2.8164e+09	2.4868e+09	2.2026e+09	1.8506e+09	1.9555e+09	1.9301e+09	1.852e+09	1.5189e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608.25	-1.2023e+08	6.2075e+07	6.2075e+07	-1.2023e+08	-3.0254e+08	4.2669e+08	-1.2023e+08	-1.2023e+08	-1.2023e+08	2.6144e+09	3.3287e+10	5.4268e+10	5.1883e+10	2.945e+10	2.2158e+10	1.8267e+10	1.4464e+10	1.0704e+10	8.0835e+09	4.7855e+09	3.8449e+09	1.4719e+09	1.6385e+09	1.0192e+09	9.419e+08	9.9314e+08	3.982e+08	5.8928e+08	9.5289e+08	9.7711e+08	2.19e+09	3.7892e+09	6.7032e+09	1.0838e+10	9.1836e+09	8.0994e+09	9.4344e+09	7.8163e+09	7.8093e+09	6.9298e+09	6.737e+09	3.7196e+09	3.0261e+09	2.8056e+09	2.7788e+09	2.5352e+09	2.2277e+09	2.3095e+09	1.9315e+09	1.9402e+09	1.8849e+09	1.793e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617.5	4.6366e+08	-2.567e+08	-4.3679e+08	2.8357e+08	2.8357e+08	-2.567e+08	-7.6611e+07	-2.567e+08	-7.6611e+07	5.8664e+09	4.0129e+10	6.0854e+10	5.2285e+10	4.0516e+10	2.7982e+10	2.2229e+10	1.5411e+10	1.0346e+10	9.1481e+09	5.981e+09	4.2456e+09	2.1085e+09	1.237e+09	1.121e+09	6.9074e+08	8.6244e+08	1.1109e+09	8.0438e+08	6.6013e+08	1.9217e+09	2.4535e+09	3.2976e+09	7.2042e+09	1.1835e+10	8.8495e+09	9.2673e+09	8.664e+09	7.8663e+09	6.426e+09	6.949e+09	6.764e+09	3.7156e+09	3.2349e+09	2.957e+09	3.1941e+09	2.6337e+09	2.3831e+09	2.2521e+09	2.0334e+09	1.8978e+09	1.892e+09	1.6598e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627.31	5.1265e+08	1.12e+08	1.12e+08	-4.8897e+08	-2.8865e+08	-8.8323e+07	1.12e+08	1.12e+08	3.1233e+08	-6.893e+08	3.2465e+10	6.3949e+10	6.7822e+10	4.7269e+10	3.0962e+10	1.9658e+10	2.1375e+10	1.421e+10	4.5414e+09	3.991e+09	1.9483e+09	1.6345e+09	1.3375e+09	1.334e+09	1.5404e+09	8.7038e+08	6.7542e+08	5.4514e+08	1.2912e+09	2.1499e+09	2.5849e+09	4.291e+09	7.4191e+09	1.1168e+10	1.1219e+10	9.5796e+09	8.6426e+09	8.0296e+09	7.8961e+09	6.6963e+09	7.7018e+09	3.928e+09	3.1696e+09	3.4664e+09	3.3945e+09	2.8633e+09	2.6884e+09	2.3991e+09	2.3178e+09	2.4273e+09	2.1606e+09	2.0462e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
637.75	-3.0174e+08	1.4076e+08	3.6201e+08	-8.049e+07	1.4076e+08	1.4076e+08	-8.049e+07	-3.0174e+08	5.8325e+08	2.7957e+09	4.1182e+10	7.2636e+10	6.7843e+10	4.0496e+10	2.8814e+10	2.9567e+10	1.9832e+10	1.0871e+10	6.2128e+09	4.2238e+09	2.0398e+09	2.5302e+09	8.5656e+08	1.9107e+09	1.449e+09	4.7263e+08	1.0603e+09	1.0556e+09	9.1513e+08	2.4298e+09	2.3823e+09	4.2369e+09	6.8677e+09	1.184e+10	9.6752e+09	9.3947e+09	9.8757e+09	8.9107e+09	7.916e+09	7.5329e+09	7.9193e+09	3.9333e+09	3.4303e+09	3.443e+09	3.4933e+09	3.1181e+09	2.84e+09	2.6537e+09	2.4477e+09	2.3245e+09	2.2375e+09	2.1942e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648.81	1.2205e+08	1.2205e+08	1.2205e+08	-1.1065e+08	-1.1065e+08	3.5475e+08	-1.1065e+08	-5.7604e+08	-1.1065e+08	8.2014e+08	3.555e+10	6.5355e+10	5.7947e+10	4.2845e+10	3.2327e+10	2.7048e+10	1.7209e+10	1.4084e+10	9.6368e+09	6.3203e+09	6.9866e+09	2.0147e+09	1.5182e+09	1.6579e+09	1.7003e+09	1.1027e+09	1.2201e+09	6.7549e+08	6.7735e+08	1.9165e+09	2.9716e+09	4.6176e+09	8.4438e+09	1.36e+10	1.1037e+10	1.0674e+10	1.1182e+10	1.0275e+10	9.1277e+09	8.7564e+09	8.8231e+09	4.3873e+09	4.0526e+09	3.7954e+09	3.6675e+09	3.6102e+09	3.5587e+09	3.1554e+09	2.55e+09	2.9182e+09	2.4714e+09	2.4349e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
660.56	-3.224e+08	1.3494e+08	1.3494e+08	-3.224e+08	-7.7973e+08	-9.373e+07	-3.224e+08	5.9227e+08	5.9227e+08	2.4216e+09	4.3524e+10	6.3247e+10	6.1303e+10	4.5914e+10	3.9831e+10	2.1564e+10	1.9147e+10	1.3998e+10	1.2026e+10	6.5584e+09	3.26e+09	1.8576e+09	1.1976e+09	1.1525e+09	1.3876e+09	9.9244e+08	1.0782e+09	1.0249e+09	1.0808e+09	1.6828e+09	3.8273e+09	4.6289e+09	8.2363e+09	1.5275e+10	1.1773e+10	1.246e+10	1.218e+10	1.1222e+10	9.2775e+09	9.1884e+09	9.5132e+09	5.0721e+09	3.8184e+09	4.1952e+09	4.0462e+09	3.5957e+09	3.5896e+09	3.0208e+09	3.0646e+09	3.1399e+09	2.8367e+09	2.6473e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
673.06	-3.3582e+08	1.3723e+08	-8.0886e+08	3.7375e+08	3.7375e+08	-9.9293e+07	1.3723e+08	-9.9293e+07	1.3723e+08	1.3723e+08	3.8868e+10	7.7244e+10	7.5588e+10	4.782e+10	3.3061e+10	2.1526e+10	1.2301e+10	9.6869e+09	7.7848e+09	4.0076e+09	4.2567e+09	1.7771e+09	2.1686e+09	1.0715e+09	1.0216e+09	7.6233e+08	3.8115e+08	8.8516e+08	1.2661e+09	2.2296e+09	3.9565e+09	3.258e+09	8.9027e+09	1.3488e+10	1.2786e+10	1.336e+10	1.3242e+10	1.2303e+10	9.2656e+09	8.8404e+09	9.9929e+09	5.3478e+09	4.7825e+09	4.3863e+09	4.3352e+09	3.9781e+09	3.3689e+09	3.4346e+09	3.0649e+09	3.194e+09	3.2304e+09	2.9496e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
686.38	-1.6943e+07	-7.5896e+08	2.304e+08	-2.6428e+08	-7.5896e+08	7.2507e+08	-1.6943e+07	2.304e+08	2.304e+08	2.2091e+09	3.8939e+10	6.0911e+10	6.8063e+10	4.4702e+10	2.8081e+10	2.5848e+10	2.2562e+10	1.2659e+10	9.4094e+09	6.4588e+09	4.3115e+09	2.8357e+09	3.1839e+09	3.7797e+09	1.1982e+09	1.2639e+09	9.956e+08	1.0526e+09	1.7875e+09	2.2662e+09	3.7256e+09	6.4276e+09	1.0424e+10	1.7204e+10	1.3965e+10	1.3875e+10	1.272e+10	1.1438e+10	1.0771e+10	9.311e+09	1.0677e+10	5.6449e+09	4.4323e+09	4.8628e+09	4.7191e+09	4.1717e+09	4.1816e+09	3.6848e+09	3.701e+09	3.4898e+09	3.5263e+09	2.9855e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700.63	-5.5817e+08	-2.9202e+08	-2.587e+07	2.4028e+08	-2.9202e+08	2.4028e+08	2.4028e+08	-5.5817e+08	-2.9202e+08	3.168e+09	3.2844e+10	6.0746e+10	6.944e+10	4.6498e+10	3.83e+10	2.7426e+10	1.6856e+10	1.092e+10	8.491e+09	7.4748e+09	6.0513e+09	2.7599e+09	1.7589e+09	1.6908e+09	7.6101e+08	1.438e+09	1.6043e+09	1.0315e+09	3.1377e+09	3.1117e+09	3.3774e+09	6.3248e+09	1.095e+10	1.7537e+10	1.3698e+10	1.3874e+10	1.5183e+10	1.2819e+10	1.1441e+10	1.0945e+10	1.1319e+10	5.3327e+09	4.6438e+09	5.0274e+09	5.1156e+09	4.4039e+09	4.4126e+09	4.0019e+09	3.8353e+09	3.7155e+09	3.5094e+09	3.4857e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
715.94	-3.3994e+08	-5.6421e+07	-6.2346e+08	-5.6421e+07	-3.3994e+08	-6.2346e+08	2.271e+08	-5.6421e+07	2.271e+08	3.6294e+09	3.4392e+10	5.0127e+10	5.6294e+10	5.0297e+10	4.2018e+10	2.619e+10	1.979e+10	1.3375e+10	8.8903e+09	8.7843e+09	7.2443e+09	4.2909e+09	2.7621e+09	3.0056e+09	2.1871e+09	1.1182e+09	1.6447e+09	1.6294e+09	2.6564e+09	3.553e+09	4.2568e+09	7.4805e+09	1.1548e+10	1.7006e+10	1.4287e+10	1.5439e+10	1.4865e+10	1.3272e+10	1.2105e+10	1.1883e+10	1.2148e+10	6.5318e+09	5.227e+09	5.3506e+09	5.806e+09	5.0478e+09	4.7604e+09	4.4952e+09	4.1949e+09	4.0242e+09	4.1219e+09	3.5859e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
