wavelength	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	 spectral radiance	
nm	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	 W/sr-m^3	
65_SpecRad.txt	 2.000000 ns	 2.800000 ns	 3.600000 ns	 4.400000 ns	 5.200000 ns	 6.000000 ns	 6.800000 ns	 7.600000 ns	 8.400000 ns	 9.200000 ns	 11.200000 ns	 13.200000 ns	 15.200000 ns	 18.000000 ns	 21.200000 ns	 25.200000 ns	 30.000000 ns	 35.200000 ns	 41.200000 ns	 48.400000 ns	 56.800000 ns	 66.800000 ns	 78.800000 ns	 92.800000 ns	 109.200000 ns	 128.800000 ns	 152.000000 ns	 178.800000 ns	 210.400000 ns	 248.000000 ns	 292.400000 ns	 344.800000 ns	 406.400000 ns	 478.800000 ns	 564.400000 ns	 665.600000 ns	 784.400000 ns	 924.400000 ns	 1089.600000 ns	 1284.400000 ns	 1514.000000 ns	 1784.400000 ns	 2103.600000 ns	 2479.600000 ns	 2922.800000 ns	 3445.200000 ns	 4060.800000 ns	 4786.800000 ns	 5642.800000 ns	 6651.600000 ns	 7840.400000 ns	 9242.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	 0.000000 ns	
539.94	2.962e+08	3.447e+07	-2.2726e+08	3.447e+07	-9.6396e+07	-9.6396e+07	-2.2726e+08	3.447e+07	-9.6396e+07	1.474e+09	2.5063e+10	5.1858e+10	5.2806e+10	3.3405e+10	2.168e+10	1.8431e+10	1.3888e+10	9.9476e+09	6.6796e+09	3.901e+09	2.9899e+09	7.237e+08	2.6772e+07	7.2806e+08	2.7913e+08	1.8871e+08	8.6466e+08	6.7819e+08	8.4941e+08	1.1242e+09	1.326e+09	2.2647e+09	4.8532e+09	7.367e+09	5.0175e+09	4.4081e+09	3.8109e+09	3.6193e+09	3.1928e+09	3.0513e+09	4.6754e+09	4.7549e+09	3.0462e+09	1.6216e+09	1.0749e+09	1.2958e+09	1.2582e+09	1.0431e+09	1.102e+09	9.8946e+08	1.0147e+09	8.93e+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
551.88	-4.1064e+07	-3.0154e+08	2.1941e+08	-4.1064e+07	2.1941e+08	-4.1064e+07	2.1941e+08	3.4965e+08	3.4965e+08	4.5173e+09	2.2132e+10	4.4327e+10	4.9645e+10	4.0176e+10	2.4209e+10	1.5885e+10	1.0955e+10	8.7011e+09	4.6909e+09	2.3151e+09	2.8567e+09	1.3916e+09	8.4762e+08	1.1441e+09	7.0072e+08	8.0083e+08	4.5954e+08	7.65e+08	8.0252e+08	1.2538e+09	2.0342e+09	3.2293e+09	5.1173e+09	7.1523e+09	5.5324e+09	4.2134e+09	4.9565e+09	3.6213e+09	3.2282e+09	3.0905e+09	5.1973e+09	5.4261e+09	2.9959e+09	1.4832e+09	1.1798e+09	1.2265e+09	1.3177e+09	1.1638e+09	1.1828e+09	1.0487e+09	1.0684e+09	1.0205e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561.5	6.3492e+07	6.3492e+07	2.0185e+08	3.4021e+08	-2.1322e+08	-2.1322e+08	6.3492e+07	4.7857e+08	-7.4865e+07	1.032e+09	2.7009e+10	4.9965e+10	5.4957e+10	5.1007e+10	2.7707e+10	1.8643e+10	1.4235e+10	1.236e+10	6.3972e+09	3.1451e+09	7.2069e+08	1.0135e+09	7.8784e+08	1.2119e+09	5.9888e+08	8.1458e+08	6.4287e+08	7.5528e+08	5.4146e+08	7.2335e+08	1.4811e+09	2.9498e+09	5.1399e+09	9.1937e+09	6.9187e+09	5.5918e+09	5.8376e+09	4.178e+09	3.822e+09	3.5016e+09	5.1752e+09	6.2349e+09	3.37e+09	1.8543e+09	1.146e+09	1.5193e+09	1.3873e+09	1.3093e+09	1.2365e+09	1.1323e+09	1.1535e+09	1.1472e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568.38	-4.8536e+08	1.7455e+08	-1.5541e+08	9.5687e+06	-1.5541e+08	-1.5541e+08	9.5687e+06	9.5687e+06	-1.5541e+08	1.6593e+09	3.2593e+10	6.6331e+10	6.2041e+10	3.5447e+10	2.7033e+10	2.1056e+10	1.2878e+10	7.1242e+09	4.409e+09	8.4084e+09	2.0305e+09	5.265e+08	2.8918e+09	1.3129e+09	7.9859e+08	8.757e+08	3.9623e+08	1.588e+09	1.0669e+09	9.3281e+08	2.4572e+09	2.5942e+09	6.1177e+09	9.06e+09	6.2294e+09	5.3104e+09	5.4292e+09	4.5667e+09	4.0854e+09	4.0425e+09	5.7398e+09	5.8984e+09	3.9096e+09	1.9971e+09	1.3813e+09	1.5268e+09	1.6708e+09	1.5039e+09	1.4053e+09	1.265e+09	1.1918e+09	1.0694e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575.56	8.8413e+07	-3.8514e+08	-6.9439e+07	-3.8514e+08	-6.9439e+07	8.8413e+07	8.8413e+07	-6.9439e+07	-2.2729e+08	8.7768e+08	2.3174e+10	5.2338e+10	5.1667e+10	4.716e+10	2.8881e+10	1.8873e+10	1.7362e+10	1.1908e+10	5.929e+09	4.3074e+09	3.1929e+09	1.246e+09	1.6484e+09	2.3837e+08	1.0698e+09	5.1687e+08	7.8548e+07	1.3961e+08	7.7364e+08	1.2511e+09	3.292e+09	3.4866e+09	6.2447e+09	1.0704e+10	6.3513e+09	5.1832e+09	5.124e+09	5.6149e+09	4.7077e+09	3.5242e+09	6.1401e+09	6.8202e+09	4.0566e+09	2.3191e+09	1.444e+09	1.6428e+09	1.8343e+09	1.6767e+09	1.6219e+09	1.4076e+09	1.5238e+09	1.3348e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
583.13	3.1528e+08	1.4604e+08	1.4604e+08	4.8452e+08	-2.3203e+07	-5.3093e+08	-3.6168e+08	-3.6168e+08	1.4604e+08	-8.6941e+08	3.3486e+10	6.8745e+10	6.1242e+10	4.1238e+10	2.4009e+10	1.8182e+10	1.9222e+10	6.8734e+09	3.6625e+09	3.4232e+09	2.4167e+09	1.8836e+09	1.1814e+09	8.23e+08	4.3301e+08	9.9224e+08	3.8932e+08	6.6291e+08	1.3192e+09	1.6855e+09	2.8622e+09	2.7693e+09	5.1145e+09	1.003e+10	6.852e+09	5.7028e+09	5.2432e+09	4.564e+09	4.501e+09	4.2206e+09	6.1435e+09	7.0268e+09	3.9819e+09	1.8178e+09	1.3037e+09	1.4147e+09	1.6298e+09	1.3838e+09	1.4912e+09	1.3487e+09	1.4586e+09	1.3483e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591.06	-2.756e+08	4.1651e+08	4.1651e+08	7.0457e+07	4.1651e+08	-2.756e+08	-1.0257e+08	7.0457e+07	-1.0257e+08	-4.4863e+08	2.5852e+10	5.9938e+10	6.1236e+10	4.5092e+10	2.8136e+10	2.7285e+10	2.113e+10	1.4064e+10	5.1459e+09	4.6006e+09	1.6565e+09	2.7812e+09	1.6379e+09	2.2333e+09	1.2817e+09	5.71e+08	4.5436e+08	4.2119e+08	8.2156e+08	1.5379e+09	2.144e+09	4.0885e+09	5.9637e+09	9.559e+09	7.6571e+09	6.6831e+09	5.76e+09	5.8429e+09	4.573e+09	4.4784e+09	7.3304e+09	7.6276e+09	4.2683e+09	2.4534e+09	1.6107e+09	1.7594e+09	1.8951e+09	1.64e+09	1.6928e+09	1.658e+09	1.5879e+09	1.5323e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599.44	1.343e+08	1.343e+08	1.343e+08	-4.1023e+08	-2.2872e+08	-2.2872e+08	3.1581e+08	-2.2872e+08	-4.721e+07	3.1581e+08	2.128e+10	4.9444e+10	5.3452e+10	4.0357e+10	2.1443e+10	1.8441e+10	1.6263e+10	1.2068e+10	6.3459e+09	6.4541e+09	3.4922e+09	1.7437e+09	1.597e+09	2.1853e+09	7.025e+08	4.9083e+08	1.5467e+09	8.6524e+08	1.4626e+09	2.2984e+09	2.4761e+09	4.0771e+09	7.4875e+09	1.0891e+10	1.0154e+10	7.2552e+09	7.3788e+09	6.1497e+09	5.6282e+09	4.7631e+09	7.7944e+09	8.9323e+09	4.9482e+09	2.3092e+09	1.7676e+09	2.156e+09	2.3392e+09	1.9259e+09	1.8194e+09	1.7332e+09	1.7612e+09	1.6973e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608.25	2.3306e+08	-1.3155e+08	2.3306e+08	2.3306e+08	5.0754e+07	-1.3155e+08	-1.3155e+08	4.1537e+08	5.0754e+07	-1.3155e+08	2.849e+10	4.824e+10	4.7314e+10	3.8408e+10	3.4215e+10	2.573e+10	1.6667e+10	1.1468e+10	7.0999e+09	7.4424e+09	2.4359e+09	1.8738e+09	1.1982e+09	6.3413e+08	1.097e+09	9.5577e+08	1.0363e+09	7.7998e+08	8.5041e+08	1.5337e+09	3.1201e+09	4.6312e+09	7.1216e+09	1.1751e+10	8.4695e+09	6.8132e+09	7.2977e+09	6.7369e+09	5.1488e+09	6.0022e+09	8.4081e+09	8.6176e+09	5.3103e+09	2.7184e+09	2.0373e+09	2.0608e+09	2.0736e+09	2.3139e+09	1.8957e+09	1.9096e+09	1.8754e+09	1.6983e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617.5	-4.1196e+08	-5.9205e+08	1.2832e+08	1.2832e+08	-5.1776e+07	4.885e+08	1.2832e+08	-4.1196e+08	3.0841e+08	3.0098e+09	2.7637e+10	5.8058e+10	6.0369e+10	4.7853e+10	3.3013e+10	2.794e+10	2.5701e+10	1.3027e+10	7.9923e+09	4.2377e+09	2.2444e+09	2.4215e+09	1.4631e+09	1.0558e+09	1.248e+09	5.5282e+08	8.8245e+08	6.0045e+08	1.1065e+09	1.621e+09	2.2008e+09	4.7457e+09	7.5871e+09	1.2067e+10	9.0775e+09	8.4021e+09	7.417e+09	6.2099e+09	5.6002e+09	5.1974e+09	8.5469e+09	8.7104e+09	5.2133e+09	2.6124e+09	1.9092e+09	2.0174e+09	2.4382e+09	2.146e+09	1.9653e+09	1.9594e+09	1.7625e+09	1.7404e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627.31	1.001e+08	1.001e+08	-3.0055e+08	-1.0022e+08	-3.0055e+08	-1.0022e+08	3.0043e+08	-1.0022e+08	1.001e+08	1.001e+08	2.8797e+10	5.5791e+10	6.4755e+10	5.7393e+10	3.8523e+10	2.2508e+10	2.4855e+10	1.7453e+10	7.7347e+09	4.143e+09	2.4706e+09	1.5157e+09	5.0075e+08	2.8546e+09	1.5982e+09	1.0159e+09	1.0078e+09	1.0259e+09	1.2383e+09	2.0648e+09	3.348e+09	3.8145e+09	8.2777e+09	1.2411e+10	1.0815e+10	9.0639e+09	8.52e+09	7.6233e+09	6.6268e+09	6.7819e+09	9.1727e+09	1.0453e+10	5.8295e+09	3.031e+09	2.4593e+09	2.5428e+09	2.6609e+09	2.3775e+09	2.2218e+09	2.094e+09	2.0991e+09	1.9314e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
637.75	-3.1685e+08	-5.381e+08	1.2565e+08	5.6814e+08	1.2565e+08	5.6814e+08	3.4689e+08	3.4689e+08	-7.5934e+08	1.2565e+08	2.3965e+10	5.9125e+10	6.6389e+10	5.4951e+10	4.0481e+10	2.9488e+10	2.2566e+10	9.7223e+09	5.7306e+09	4.5305e+09	3.3891e+09	1.5416e+09	1.2319e+09	1.9731e+09	6.5472e+08	1.2951e+09	4.6443e+08	9.3888e+08	1.5889e+09	1.5255e+09	3.6692e+09	4.3294e+09	9.4786e+09	1.3722e+10	1.094e+10	9.6746e+09	9.8399e+09	6.9218e+09	6.9231e+09	5.924e+09	1.0527e+10	9.5422e+09	6.4248e+09	3.1392e+09	2.3271e+09	2.3657e+09	2.8029e+09	2.6892e+09	2.4775e+09	2.2825e+09	2.0917e+09	2.1165e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648.81	3.5645e+08	3.5645e+08	1.2375e+08	1.2375e+08	-1.0895e+08	-1.0895e+08	1.2375e+08	5.8914e+08	1.2375e+08	2.4507e+09	2.5662e+10	6.0935e+10	5.568e+10	4.8851e+10	4.1125e+10	2.572e+10	1.7709e+10	1.173e+10	8.3716e+09	5.0527e+09	3.3815e+09	3.7538e+09	1.9716e+09	2.2297e+09	7.0043e+08	1.0878e+09	1.0182e+09	8.1555e+08	1.1286e+09	2.1554e+09	3.6485e+09	6.3129e+09	9.9247e+09	1.5099e+10	1.1866e+10	1.0071e+10	1.0238e+10	8.7189e+09	7.9565e+09	7.7922e+09	1.066e+10	1.1793e+10	7.1815e+09	3.3509e+09	2.5378e+09	2.8197e+09	3.2197e+09	2.8951e+09	2.6158e+09	2.5365e+09	2.4454e+09	2.2575e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
660.56	1.192e+08	-3.3813e+08	8.052e+08	3.4787e+08	3.4787e+08	1.192e+08	1.9485e+09	1.9485e+09	3.3205e+09	3.7779e+09	3.259e+10	5.4923e+10	6.3746e+10	5.0472e+10	4.1233e+10	2.2855e+10	2.7886e+10	1.5497e+10	1.1222e+10	6.9376e+09	3.9875e+09	1.8571e+09	1.545e+09	1.2282e+09	1.0637e+09	9.3587e+08	1.2268e+09	1.1884e+09	1.2625e+09	2.573e+09	3.1743e+09	5.9248e+09	1.0292e+10	1.6064e+10	1.3515e+10	9.7381e+09	1.0784e+10	9.5448e+09	8.3624e+09	8.0595e+09	1.1918e+10	1.2381e+10	7.3309e+09	3.5685e+09	2.6471e+09	3.2261e+09	3.4727e+09	3.2798e+09	3.0062e+09	2.7557e+09	2.6055e+09	2.3325e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
673.06	3.8468e+08	-3.2489e+08	1.4816e+08	1.4816e+08	3.8468e+08	-3.2489e+08	1.4816e+08	1.4816e+08	3.8468e+08	3.8468e+08	2.5101e+10	6.0935e+10	6.5961e+10	5.5589e+10	3.7519e+10	2.7078e+10	2.2483e+10	1.8745e+10	1.2185e+10	5.6742e+09	4.2479e+09	3.3649e+09	9.5512e+08	1.3663e+09	2.1843e+09	1.1365e+09	4.1425e+08	1.0879e+09	1.8576e+09	2.7044e+09	4.3978e+09	6.5014e+09	1.0459e+10	1.6342e+10	1.2939e+10	1.0831e+10	1.0085e+10	1.0466e+10	8.3737e+09	7.9882e+09	1.1583e+10	1.2271e+10	8.4959e+09	3.8442e+09	2.8491e+09	3.4009e+09	3.3775e+09	3.3142e+09	3.0766e+09	2.8776e+09	2.6317e+09	2.7003e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
686.38	-4.9982e+08	-2.5248e+08	-2.5248e+08	-7.4716e+08	2.4219e+08	-5.1446e+06	2.4219e+08	4.8953e+08	2.4219e+08	-5.1446e+06	2.6027e+10	5.309e+10	6.0964e+10	5.4607e+10	3.4919e+10	2.9994e+10	2.7555e+10	1.8731e+10	1.3461e+10	8.7641e+09	6.1577e+09	5.2714e+09	1.7844e+09	2.493e+09	2.1241e+09	9.4888e+08	1.1002e+09	1.5524e+09	2.1984e+09	2.9439e+09	4.9376e+09	7.6898e+09	1.0895e+10	1.7546e+10	1.3664e+10	1.1494e+10	1.2036e+10	1.1084e+10	8.962e+09	8.7665e+09	1.2695e+10	1.4214e+10	8.6529e+09	4.4411e+09	3.0946e+09	4.0859e+09	3.6741e+09	3.5613e+09	3.388e+09	3.1657e+09	2.9778e+09	2.8166e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700.63	2.2671e+08	4.9286e+08	2.2671e+08	2.2671e+08	-5.7175e+08	4.9286e+08	2.2671e+08	2.2671e+08	2.2671e+08	2.6221e+09	2.4114e+10	5.5586e+10	7.3552e+10	5.3777e+10	2.8492e+10	2.726e+10	2.4903e+10	1.8059e+10	1.315e+10	9.4453e+09	8.056e+09	3.2076e+09	2.1681e+09	2.1962e+09	1.0599e+09	1.2533e+09	1.807e+09	2.0035e+09	1.7994e+09	4.1729e+09	4.075e+09	6.9803e+09	1.2793e+10	1.8645e+10	1.5723e+10	1.3218e+10	1.2495e+10	1.0428e+10	9.1844e+09	9.4958e+09	1.373e+10	1.4429e+10	8.896e+09	4.2106e+09	3.1415e+09	3.6995e+09	4.1063e+09	4.0866e+09	3.5739e+09	3.3576e+09	3.2199e+09	2.9935e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
715.94	2.1162e+08	-7.1901e+07	-7.1901e+07	-7.1901e+07	2.1162e+08	-3.5542e+08	-7.1901e+07	-3.5542e+08	-6.3895e+08	1.9128e+09	2.8635e+10	6.5989e+10	6.0247e+10	4.9715e+10	3.741e+10	3.1156e+10	3.0427e+10	1.8782e+10	9.9144e+09	9.207e+09	5.693e+09	4.0108e+09	1.5959e+09	1.9269e+09	3.0838e+09	1.8621e+09	1.0445e+09	1.8285e+09	2.1834e+09	3.8647e+09	6.0215e+09	8.2999e+09	1.1897e+10	1.9268e+10	1.5435e+10	1.3163e+10	1.3365e+10	1.2155e+10	1.1426e+10	9.509e+09	1.4791e+10	1.548e+10	1.0284e+10	4.6589e+09	3.7167e+09	4.0089e+09	4.7728e+09	4.3254e+09	4.0315e+09	3.7404e+09	3.4733e+09	3.422e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
