"Record Length"	10000	"Points"	-7.20000000e-008	-6.00000029e-002
"Sample Interval"	4.00000000e-011	s	-7.19600000e-008	-4.80000024e-002
"Trigger Point"	1800	"Samples"	-7.19200000e-008	-1.20000010e-002
"Trigger Time"	2.96356275e-011	s	-7.18800000e-008	-2.40000015e-002
""			-7.18400000e-008	-3.60000020e-002
"Horizontal Offset"	-7.20000000e-008	s	-7.18000000e-008	-1.20000010e-002
			-7.17600000e-008	1.19999999e-002
			-7.17200000e-008	-5.36441825e-010
			-7.16800000e-008	-1.20000010e-002
			-7.16400000e-008	-1.20000010e-002
			-7.16000000e-008	-1.20000010e-002
			-7.15600000e-008	-1.20000010e-002
			-7.15200000e-008	-5.36441825e-010
			-7.14800000e-008	-5.36441825e-010
			-7.14400000e-008	1.19999999e-002
			-7.14000000e-008	2.40000004e-002
			-7.13600000e-008	-1.20000010e-002
			-7.13200000e-008	-1.20000010e-002
			-7.12800000e-008	1.19999999e-002
			-7.12400000e-008	2.40000004e-002
			-7.12000000e-008	-1.20000010e-002
			-7.11600000e-008	-1.20000010e-002
			-7.11200000e-008	2.40000004e-002
			-7.10800000e-008	4.80000014e-002
			-7.10400000e-008	-5.36441825e-010
			-7.10000000e-008	-1.20000010e-002
			-7.09600000e-008	1.19999999e-002
			-7.09200000e-008	-5.36441825e-010
			-7.08800000e-008	-2.40000015e-002
			-7.08400000e-008	-5.36441825e-010
			-7.08000000e-008	-5.36441825e-010
			-7.07600000e-008	-2.40000015e-002
			-7.07200000e-008	-2.40000015e-002
			-7.06800000e-008	-1.20000010e-002
			-7.06400000e-008	1.19999999e-002
			-7.06000000e-008	1.19999999e-002
			-7.05600000e-008	1.19999999e-002
			-7.05200000e-008	-1.20000010e-002
			-7.04800000e-008	-1.20000010e-002
			-7.04400000e-008	-1.20000010e-002
			-7.04000000e-008	2.40000004e-002
			-7.03600000e-008	3.60000009e-002
			-7.03200000e-008	-5.36441825e-010
			-7.02800000e-008	-1.20000010e-002
			-7.02400000e-008	2.40000004e-002
			-7.02000000e-008	1.19999999e-002
			-7.01600000e-008	1.19999999e-002
			-7.01200000e-008	3.60000009e-002
